leading_item_id,following_item_id,best_lag,max_corr,dtw_distance,comovement_score
AANGBULD,ZCELVYQU,7,0.6777014019729387,0.30432707619734656,120.90990809601445
AANGBULD,ZKENOUDA,1,0.5999690192401783,0.5134515320836257,119.56977522511454
AANGBULD,DEWLVASR,6,0.6402209326501292,0.49023194792238434,114.9931528471323
AANGBULD,NAQIHUKZ,2,0.5254899212149458,0.47145577970515357,112.1708398411209
AANGBULD,GKQIJYDH,6,0.5825012836736417,0.464203152588083,109.01423095083469
AANGBULD,FTSVTTSR,3,0.5314002507963714,0.51937610301906,106.45089847718606
AANGBULD,VUAFAIYJ,2,0.509967566586131,0.6714736113740991,105.00300448796456
AANGBULD,KJNSOAHR,9,0.5756364347553402,0.45463352801021584,103.43200241139259
AANGBULD,ZXERAXWP,9,0.5693224467442712,0.5143980953004113,101.03524943376668
AANGBULD,XIIEJNEE,7,0.5266017820984805,0.4369662749162757,98.1289881778151
AANGBULD,LLHREMKS,5,0.4997339110628157,0.4856999501839726,90.31534132128478
AANGBULD,ELQGMQWE,8,0.4749394649568398,0.48244120658297485,82.46513227867305
AANGBULD,OXKURKXR,1,-0.39461238338195426,0.788223984606109,82.05031400763917
AANGBULD,EVBVXETX,6,0.4366230785816179,0.650275095499018,79.59716302008971
AANGBULD,DNMPSKTB,4,-0.41063485305921876,0.7882383935758072,79.12121537025648
AANGBULD,LTOYKIML,1,0.38076447619553755,0.6029888535952102,75.75759177381673
AANGBULD,DDEXPPXU,2,0.383169040128806,0.6215422740349857,75.69670925149528
AANGBULD,UQYUIVVR,1,0.3507951617702082,0.43092048658943083,75.69342316427516
AANGBULD,APQGTRMF,8,-0.48011453063924403,0.9098680270941367,75.58259572346996
AANGBULD,ZGJXVMNI,1,0.37859904473071104,0.663340951414372,74.45887911483896
AANGBULD,SDWAYPIK,7,-0.4550188635369192,0.8231289608668947,74.09813099950006
AANGBULD,NZKBIBNU,1,0.3588055524906964,0.6144630896879539,73.06152347645124
AANGBULD,RJGPVEXX,1,0.3572919371250314,0.6512662690064145,72.26856861071971
AANGBULD,LSOIUSXD,4,-0.3991703416326102,0.7758951507037869,70.24855527507687
AANGBULD,SAAYMURU,3,0.3510422992767649,0.5698838996570201,68.05451220195737
AANGBULD,FITUEHWN,7,0.4188838297901458,0.5141470598262504,66.95195518526282
AANGBULD,WPQXWHYO,5,0.3944864390475638,0.7282658558789644,65.69255149857504
AANGBULD,FWUCPMMW,9,0.3772464102679354,0.4610576711981553,63.010104414437414
AANGBULD,FQCLOEXA,8,0.38803028037014126,0.6391854397602013,61.44326811603598
AANGBULD,LUENUFGA,8,-0.38502812486179505,0.9271301961940867,57.645484422492565
AANGBULD,XIPPENFQ,7,-0.3386924644828654,0.5725400562609068,56.780070865532444
AANGBULD,DBWLZWNK,9,-0.3668769592775366,0.9344012250990046,55.64404426186306
AANGBULD,MBSBZBXA,9,0.3363508776877614,0.6799128552123072,47.13152218225253
AHMDUILJ,UXSPKBJR,4,0.5229081894352552,0.5625298792627542,104.30908174679378
AHMDUILJ,KAGJCHMR,8,-0.567889443412262,0.8582063039522675,93.44629555463993
AHMDUILJ,ATLDMDBO,4,0.4832809795674767,0.6221808389305441,90.24609565964647
AHMDUILJ,DUCMGGNW,1,0.4509547739353878,0.737710414670852,89.11934332654404
AHMDUILJ,BUZIIBYG,4,0.46173854673546505,0.6117138207748931,88.02600580504041
AHMDUILJ,LRVGFDFM,4,0.4332526859072567,0.6135345204200611,84.75816120839517
AHMDUILJ,XIIEJNEE,2,0.41029354151346964,0.777378088032202,83.94515136407306
AHMDUILJ,RAWUKQMJ,4,0.41037868233376956,0.5721154329043091,82.99290926395359
AHMDUILJ,WPQXWHYO,4,0.4170318717629925,0.6545921385714579,82.1317174563668
AHMDUILJ,QRKRBYJL,5,0.4405493562761983,0.6767034930282284,79.56252669475356
AHMDUILJ,APQGTRMF,6,0.41973271063223805,0.569091548262366,79.21523936168643
AHMDUILJ,XUOIQPFL,1,0.381861509394214,0.6403940306193482,75.21755005457163
AHMDUILJ,QVLMOEYE,7,0.43986060457718645,0.6719439221460236,74.7757756272531
AHMDUILJ,BSRMSVTC,1,-0.38971655746845046,0.7518549678621176,74.2687853018779
AHMDUILJ,JERHKLYW,1,-0.3682007030171,0.7797682602181446,71.4931555883309
AHMDUILJ,YSYHGLQK,8,-0.4305085500876101,0.8258961333904998,71.40297142096752
AHMDUILJ,BTMOEMEP,1,0.3531649720593793,0.7178071477100728,70.75563930042634
AHMDUILJ,VBYCLTYZ,4,0.38289124366288396,0.6523232483138807,70.31196204489167
AHMDUILJ,SAHWCZNH,4,-0.38856119976315767,0.8230783839677931,68.4435975423502
AHMDUILJ,WBLJNPZQ,4,0.3660747388482829,0.7028702534683376,67.6566348063516
