leading_item_id,following_item_id,count,frequency
ZXERAXWP,UIFPPCLR,22,100.0
ZXERAXWP,WHPUAOID,22,100.0
ZXERAXWP,BEZYMBBT,22,100.0
ZXERAXWP,MIRCVAMV,22,100.0
ZXERAXWP,DBWLZWNK,22,100.0
ZXERAXWP,CCLHWFWF,22,100.0
APQGTRMF,WBLJNPZQ,22,100.0
APQGTRMF,OGAFEHLU,22,100.0
APQGTRMF,DJBLNPNC,22,100.0
APQGTRMF,BSRMSVTC,22,100.0
APQGTRMF,FDXPMYGF,22,100.0
APQGTRMF,VMAQSTJE,22,100.0
APQGTRMF,BTMOEMEP,22,100.0
APQGTRMF,BEZYMBBT,22,100.0
APQGTRMF,RAWUKQMJ,22,100.0
APQGTRMF,DUCMGGNW,22,100.0
APQGTRMF,HXYSSRXE,22,100.0
APQGTRMF,OXKURKXR,22,100.0
APQGTRMF,UIFPPCLR,22,100.0
APQGTRMF,QRKRBYJL,22,100.0
APQGTRMF,QVLMOEYE,22,100.0
APQGTRMF,DNMPSKTB,22,100.0
APQGTRMF,ATLDMDBO,22,100.0
APQGTRMF,GYHKIVQT,22,100.0
APQGTRMF,WHPUAOID,22,100.0
APQGTRMF,JPBRUTWP,22,100.0
AHMDUILJ,YSYHGLQK,22,100.0
APQGTRMF,OKMBFVKS,22,100.0
APQGTRMF,RCBZUSIM,22,100.0
ZKENOUDA,UIFPPCLR,22,100.0
ZKENOUDA,ELQGMQWE,22,100.0
ZKENOUDA,GKQIJYDH,22,100.0
ZKENOUDA,WPQXWHYO,22,100.0
ZKENOUDA,FQCLOEXA,22,100.0
ZKENOUDA,SDWAYPIK,22,100.0
ZKENOUDA,APQGTRMF,22,100.0
ZKENOUDA,DNMPSKTB,22,100.0
ZKENOUDA,FITUEHWN,22,100.0
ZKENOUDA,VMAQSTJE,22,100.0
ZKENOUDA,EVBVXETX,22,100.0
ZKENOUDA,VUAFAIYJ,22,100.0
ZKENOUDA,KJNSOAHR,22,100.0
ZKENOUDA,FTSVTTSR,22,100.0
ZKENOUDA,XIIEJNEE,22,100.0
ZKENOUDA,XUOIQPFL,22,100.0
ZKENOUDA,ZGJXVMNI,22,100.0
ZKENOUDA,ZXERAXWP,22,100.0
ZKENOUDA,RJGPVEXX,22,100.0
ZGJXVMNI,NAQIHUKZ,22,100.0
ZKENOUDA,DEWLVASR,22,100.0
ZKENOUDA,AANGBULD,22,100.0
ZKENOUDA,ZCELVYQU,22,100.0
ATLDMDBO,APQGTRMF,22,100.0
ATLDMDBO,UXSPKBJR,22,100.0
ATLDMDBO,OGAFEHLU,22,100.0
ATLDMDBO,OKMBFVKS,22,100.0
ATLDMDBO,BJALXPFS,22,100.0
ATLDMDBO,OXKURKXR,22,100.0
ATLDMDBO,LRVGFDFM,22,100.0
ATLDMDBO,XUOIQPFL,22,100.0
ATLDMDBO,RCBZUSIM,22,100.0
ATLDMDBO,UGEQLMXM,22,100.0
ATLDMDBO,HXYSSRXE,22,100.0
ATLDMDBO,DBWLZWNK,22,100.0
ATLDMDBO,IGDVVKUD,22,100.0
ATLDMDBO,QVLMOEYE,22,100.0
ATLDMDBO,GYHKIVQT,22,100.0
ATLDMDBO,VBYCLTYZ,22,100.0
ATLDMDBO,BTMOEMEP,22,100.0
ATLDMDBO,AXULOHBQ,22,100.0
ATLDMDBO,SDWAYPIK,22,100.0
ATLDMDBO,RAWUKQMJ,22,100.0
ATLDMDBO,JPBRUTWP,22,100.0
APQGTRMF,ZGJXVMNI,22,100.0
ATLDMDBO,QRKRBYJL,22,100.0
ATLDMDBO,DNMPSKTB,22,100.0
AXULOHBQ,XUOIQPFL,22,100.0
AXULOHBQ,EVBVXETX,22,100.0
AXULOHBQ,WPQXWHYO,22,100.0
AXULOHBQ,BJALXPFS,22,100.0
AXULOHBQ,FQCLOEXA,22,100.0
AXULOHBQ,UXSPKBJR,22,100.0
AXULOHBQ,DNMPSKTB,22,100.0
AXULOHBQ,BSRMSVTC,22,100.0
AXULOHBQ,FDXPMYGF,22,100.0
AXULOHBQ,PYZMVUWD,22,100.0
AXULOHBQ,OGAFEHLU,22,100.0
AXULOHBQ,RJGPVEXX,22,100.0
AXULOHBQ,NZKBIBNU,22,100.0
AXULOHBQ,VMAQSTJE,22,100.0
ATLDMDBO,FDXPMYGF,22,100.0
AXULOHBQ,XIFHSOWQ,22,100.0
AXULOHBQ,LUENUFGA,22,100.0
AXULOHBQ,KEUWZRKO,22,100.0
AXULOHBQ,SAHWCZNH,22,100.0
ZGJXVMNI,DDEXPPXU,22,100.0
ZGJXVMNI,LPHPPJUG,22,100.0
ZGJXVMNI,RAWUKQMJ,22,100.0
ZGJXVMNI,SAHWCZNH,22,100.0
ZGJXVMNI,NZKBIBNU,22,100.0
ZGJXVMNI,WPQXWHYO,22,100.0
ZGJXVMNI,JSLXRQOK,22,100.0
ZGJXVMNI,WBLJNPZQ,22,100.0
ZGJXVMNI,VUAFAIYJ,22,100.0
ZGJXVMNI,AANGBULD,22,100.0
