leading_item_id,following_item_id,value
AANGBULD,ZCELVYQU,36084
AANGBULD,ZKENOUDA,326858
AANGBULD,DEWLVASR,312408
AANGBULD,VUAFAIYJ,536413
AANGBULD,KJNSOAHR,10883430
AANGBULD,ELQGMQWE,354596
AANGBULD,EVBVXETX,5445792
AANGBULD,LTOYKIML,284280
AANGBULD,APQGTRMF,14036
AANGBULD,ZGJXVMNI,2395114
AANGBULD,SDWAYPIK,5554913
AANGBULD,NZKBIBNU,197882
AANGBULD,RJGPVEXX,523889
AANGBULD,WPQXWHYO,10797522
AANGBULD,FQCLOEXA,1679152
AHMDUILJ,UXSPKBJR,461106
AHMDUILJ,KAGJCHMR,6338
AHMDUILJ,ATLDMDBO,34856570
AHMDUILJ,DUCMGGNW,727416
AHMDUILJ,BUZIIBYG,15970046
AHMDUILJ,LRVGFDFM,7299046
AHMDUILJ,RAWUKQMJ,3613045
AHMDUILJ,WPQXWHYO,10794772
AHMDUILJ,QRKRBYJL,2409218
AHMDUILJ,APQGTRMF,13604
AHMDUILJ,XUOIQPFL,2613285
AHMDUILJ,QVLMOEYE,1280756
AHMDUILJ,BSRMSVTC,230828
AHMDUILJ,JERHKLYW,7292
AHMDUILJ,YSYHGLQK,1332
AHMDUILJ,BTMOEMEP,9973843
AHMDUILJ,VBYCLTYZ,196385
AHMDUILJ,SAHWCZNH,1444467
AHMDUILJ,WBLJNPZQ,200756
AHMDUILJ,ROACSLMG,2134071
AHMDUILJ,KEUWZRKO,338085
AHMDUILJ,RCBZUSIM,5167
AHMDUILJ,HXYSSRXE,5209237
AHMDUILJ,JPBRUTWP,5299593
AHMDUILJ,WQMVCOEM,12776
AHMDUILJ,RJGPVEXX,523711
AHMDUILJ,IGDVVKUD,1315
AHMDUILJ,AXULOHBQ,74162
AHMDUILJ,XIFHSOWQ,70752
AHMDUILJ,SAAYMURU,37093
AHMDUILJ,CCLHWFWF,21082215
AHMDUILJ,DBWLZWNK,242137
AHMDUILJ,DEWLVASR,318635
APQGTRMF,OKMBFVKS,1805487
APQGTRMF,RCBZUSIM,5051
APQGTRMF,UIFPPCLR,74266
APQGTRMF,QRKRBYJL,2409218
APQGTRMF,QVLMOEYE,1280756
APQGTRMF,DNMPSKTB,4925865
APQGTRMF,ATLDMDBO,34865450
APQGTRMF,GYHKIVQT,19585715
APQGTRMF,WHPUAOID,9181
APQGTRMF,JPBRUTWP,5304563
