leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,152263
AANGBULD,DDEXPPXU,152263
AANGBULD,DEWLVASR,372846
AANGBULD,ELQGMQWE,496124
AANGBULD,FTSVTTSR,269708
AANGBULD,GKQIJYDH,4731142
AANGBULD,GYHKIVQT,20895194
AANGBULD,KJNSOAHR,11667393
AANGBULD,LLHREMKS,152263
AANGBULD,LTOYKIML,425893
AANGBULD,NAQIHUKZ,152263
AANGBULD,OKMBFVKS,1791570
AANGBULD,OXKURKXR,167343
AANGBULD,QVLMOEYE,1110782
AANGBULD,UQYUIVVR,6805873
AANGBULD,VUAFAIYJ,819333
AANGBULD,XIIEJNEE,152263
AANGBULD,ZCELVYQU,183872
AANGBULD,ZKENOUDA,372846
AANGBULD,ZXERAXWP,152263
AHMDUILJ,ATLDMDBO,33067174
AHMDUILJ,BUZIIBYG,15866793
AHMDUILJ,DUCMGGNW,832229
AHMDUILJ,HXYSSRXE,5175994
AHMDUILJ,JERHKLYW,152263
AHMDUILJ,KAGJCHMR,152263
AHMDUILJ,RAWUKQMJ,4367690
AHMDUILJ,UXSPKBJR,481574
AHMDUILJ,WPQXWHYO,10918025
AHMDUILJ,XIIEJNEE,152263
AHMDUILJ,YSYHGLQK,152263
APQGTRMF,AANGBULD,360222
APQGTRMF,ATLDMDBO,32962149
APQGTRMF,BEZYMBBT,3569642
APQGTRMF,BSRMSVTC,360222
APQGTRMF,BTMOEMEP,12590372
APQGTRMF,DBWLZWNK,244046
APQGTRMF,DEWLVASR,372846
APQGTRMF,DJBLNPNC,152263
APQGTRMF,DNMPSKTB,5178043
APQGTRMF,DUCMGGNW,832229
APQGTRMF,FDXPMYGF,152263
APQGTRMF,GYHKIVQT,20416174
APQGTRMF,HXYSSRXE,5178043
APQGTRMF,JPBRUTWP,5244041
APQGTRMF,KJNSOAHR,11999034
APQGTRMF,OGAFEHLU,152263
APQGTRMF,OKMBFVKS,1791570
APQGTRMF,OXKURKXR,167343
APQGTRMF,QRKRBYJL,2583488
APQGTRMF,QVLMOEYE,1110782
APQGTRMF,RAWUKQMJ,4367690
APQGTRMF,RCBZUSIM,152263
APQGTRMF,ROACSLMG,2501675
APQGTRMF,UIFPPCLR,152263
APQGTRMF,VMAQSTJE,152263
APQGTRMF,WBLJNPZQ,244046
APQGTRMF,WHPUAOID,152263
APQGTRMF,XUOIQPFL,2865032
APQGTRMF,YSYHGLQK,152263
APQGTRMF,ZGJXVMNI,2865032
ATLDMDBO,APQGTRMF,152263
ATLDMDBO,AXULOHBQ,152263
ATLDMDBO,BEZYMBBT,3569642
ATLDMDBO,BJALXPFS,180900
ATLDMDBO,BTMOEMEP,12428947
ATLDMDBO,DBWLZWNK,244046
ATLDMDBO,DEWLVASR,372846
ATLDMDBO,DNMPSKTB,5170494
ATLDMDBO,EVBVXETX,5170494
ATLDMDBO,FDXPMYGF,152263
ATLDMDBO,FQCLOEXA,1992230
ATLDMDBO,GYHKIVQT,20157262
ATLDMDBO,HXYSSRXE,5170494
ATLDMDBO,IGDVVKUD,152263
ATLDMDBO,JPBRUTWP,5236491
ATLDMDBO,LPHPPJUG,1197360
ATLDMDBO,LRVGFDFM,9031967
ATLDMDBO,OGAFEHLU,152263
ATLDMDBO,OKMBFVKS,1791570
ATLDMDBO,OXKURKXR,167343
ATLDMDBO,QRKRBYJL,2583488
ATLDMDBO,QVLMOEYE,1110782
ATLDMDBO,RAWUKQMJ,4367690
ATLDMDBO,RCBZUSIM,152263
ATLDMDBO,SDWAYPIK,5170494
ATLDMDBO,UGEQLMXM,269708
ATLDMDBO,UIFPPCLR,152263
ATLDMDBO,UXSPKBJR,481574
ATLDMDBO,VBYCLTYZ,437333
ATLDMDBO,VMAQSTJE,152263
ATLDMDBO,WBLJNPZQ,244046
ATLDMDBO,WPQXWHYO,10897677
ATLDMDBO,XIIEJNEE,152263
ATLDMDBO,XUOIQPFL,2865032
ATLDMDBO,ZGJXVMNI,2865032
ATLDMDBO,ZKENOUDA,372846
AXULOHBQ,ATLDMDBO,32763767
AXULOHBQ,BJALXPFS,180900
AXULOHBQ,BSRMSVTC,360222
AXULOHBQ,DNMPSKTB,5175994
AXULOHBQ,EVBVXETX,5178043
AXULOHBQ,FDXPMYGF,152263
AXULOHBQ,FQCLOEXA,1992230
AXULOHBQ,HXYSSRXE,5175994
AXULOHBQ,KEUWZRKO,372846
AXULOHBQ,KJNSOAHR,11963455
AXULOHBQ,LPHPPJUG,1197360
AXULOHBQ,LUENUFGA,3928796
AXULOHBQ,NZKBIBNU,272621
AXULOHBQ,OGAFEHLU,152263
AXULOHBQ,PYZMVUWD,152263
AXULOHBQ,RJGPVEXX,549170
AXULOHBQ,SAHWCZNH,2192435
AXULOHBQ,SUOYXCHP,152263
AXULOHBQ,UXSPKBJR,481574
AXULOHBQ,VMAQSTJE,152263
AXULOHBQ,VUAFAIYJ,819333
AXULOHBQ,VWMBASNE,164154
AXULOHBQ,WPQXWHYO,10980595
AXULOHBQ,XIFHSOWQ,152263
AXULOHBQ,XUOIQPFL,2865032
AXULOHBQ,ZGJXVMNI,2865032
BEZYMBBT,DBWLZWNK,244046
BEZYMBBT,ELQGMQWE,496124
BEZYMBBT,FQCLOEXA,1992230
BEZYMBBT,GYHKIVQT,20068481
BEZYMBBT,HXYSSRXE,5170494
BEZYMBBT,KJNSOAHR,11777328
BEZYMBBT,OKMBFVKS,1791570
BEZYMBBT,RAWUKQMJ,4367690
BEZYMBBT,RJGPVEXX,549170
BEZYMBBT,SDWAYPIK,5170494
BEZYMBBT,UIFPPCLR,152263
BEZYMBBT,WBLJNPZQ,244046
BEZYMBBT,YSYHGLQK,152263
BJALXPFS,AXULOHBQ,152263
BJALXPFS,BSRMSVTC,360222
BJALXPFS,DNMPSKTB,5175994
BJALXPFS,EVBVXETX,5178043
BJALXPFS,FITUEHWN,152263
BJALXPFS,GYHKIVQT,20206266
BJALXPFS,KEUWZRKO,372846
BJALXPFS,OGAFEHLU,152263
BJALXPFS,QRKRBYJL,2583488
BJALXPFS,QVLMOEYE,1110782
BJALXPFS,RCBZUSIM,152263
BJALXPFS,RJGPVEXX,549170
BJALXPFS,SDWAYPIK,5170494
BJALXPFS,SNHYOVBM,393658
BJALXPFS,UGEQLMXM,269708
BJALXPFS,VMAQSTJE,152263
BJALXPFS,VWMBASNE,164154
BLANHGYY,AXULOHBQ,152263
BLANHGYY,BJALXPFS,180900
BLANHGYY,BSRMSVTC,360222
BLANHGYY,DNMPSKTB,5178043
BLANHGYY,EVBVXETX,5178043
BLANHGYY,FDXPMYGF,152263
BLANHGYY,FITUEHWN,152263
BLANHGYY,FQCLOEXA,1992230
BLANHGYY,HCDTGMST,152263
BLANHGYY,HXYSSRXE,5178043
BLANHGYY,JBVHSUWY,360222
BLANHGYY,JPBRUTWP,5244041
BLANHGYY,KEUWZRKO,372846
BLANHGYY,LPHPPJUG,1197360
BLANHGYY,LRVGFDFM,8975745
BLANHGYY,LUENUFGA,3928796
BLANHGYY,OGAFEHLU,152263
BLANHGYY,PYZMVUWD,152263
BLANHGYY,RJGPVEXX,549170
BLANHGYY,SAHWCZNH,2192435
BLANHGYY,SUOYXCHP,152263
BLANHGYY,TGOELCAG,269708
BLANHGYY,UIFPPCLR,152263
BLANHGYY,VMAQSTJE,152263
BLANHGYY,WBLJNPZQ,244046
BLANHGYY,WPQXWHYO,10977463
BLANHGYY,WQMVCOEM,152263
BLANHGYY,XIFHSOWQ,152263
BLANHGYY,XUOIQPFL,2865032
BSRMSVTC,EVBVXETX,5175994
BSRMSVTC,FITUEHWN,152263
BSRMSVTC,HCDTGMST,152263
BSRMSVTC,JBVHSUWY,360222
BSRMSVTC,JPBRUTWP,5236491
BSRMSVTC,KEUWZRKO,372846
BSRMSVTC,LSOIUSXD,304578
BSRMSVTC,LUENUFGA,3928796
BSRMSVTC,OGAFEHLU,152263
BSRMSVTC,PYZMVUWD,152263
BSRMSVTC,RJGPVEXX,549170
BSRMSVTC,ROACSLMG,2501675
BSRMSVTC,SAHWCZNH,2192435
BSRMSVTC,TGOELCAG,269708
BSRMSVTC,VMAQSTJE,152263
BSRMSVTC,VWMBASNE,164154
BSRMSVTC,WPQXWHYO,10894388
BSRMSVTC,XIFHSOWQ,152263
BSRMSVTC,XIPPENFQ,167343
BSRMSVTC,XUOIQPFL,2865032
BTMOEMEP,APQGTRMF,152263
BTMOEMEP,ATLDMDBO,33162859
BTMOEMEP,AXULOHBQ,152263
BTMOEMEP,BEZYMBBT,3569642
BTMOEMEP,BJALXPFS,180900
BTMOEMEP,BLANHGYY,152263
BTMOEMEP,BSRMSVTC,360222
BTMOEMEP,DBWLZWNK,244046
BTMOEMEP,DJBLNPNC,152263
BTMOEMEP,DNMPSKTB,5170494
BTMOEMEP,FDXPMYGF,152263
BTMOEMEP,FRHNWLNI,839164
BTMOEMEP,GYHKIVQT,20100796
BTMOEMEP,HXYSSRXE,5170494
BTMOEMEP,IGDVVKUD,152263
BTMOEMEP,JBVHSUWY,360222
BTMOEMEP,JPBRUTWP,5236491
BTMOEMEP,KJNSOAHR,11755631
BTMOEMEP,LPHPPJUG,1197360
BTMOEMEP,LRVGFDFM,9031967
BTMOEMEP,OGAFEHLU,152263
