leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,104059
AANGBULD,BEZYMBBT,3672903
AANGBULD,DDEXPPXU,12842
AANGBULD,DEWLVASR,373982
AANGBULD,DNMPSKTB,4808564
AANGBULD,EVBVXETX,5416367
AANGBULD,FTSVTTSR,170598
AANGBULD,GKQIJYDH,5778012
AANGBULD,KJNSOAHR,12365403
AANGBULD,LLHREMKS,56511
AANGBULD,LSOIUSXD,155916
AANGBULD,LTOYKIML,398347
AANGBULD,NAQIHUKZ,12533
AANGBULD,NZKBIBNU,295737
AANGBULD,OKMBFVKS,1865494
AANGBULD,OXKURKXR,128506
AANGBULD,UIFPPCLR,103410
AANGBULD,UQYUIVVR,4512253
AANGBULD,VUAFAIYJ,626267
AANGBULD,ZCELVYQU,177919
AANGBULD,ZKENOUDA,370078
AHMDUILJ,APQGTRMF,110135
AHMDUILJ,ATLDMDBO,36746095
AHMDUILJ,BSRMSVTC,220891
AHMDUILJ,BUZIIBYG,16760809
AHMDUILJ,DUCMGGNW,767977
AHMDUILJ,HXYSSRXE,5309550
AHMDUILJ,JERHKLYW,12564
AHMDUILJ,KEUWZRKO,304089
AHMDUILJ,LRVGFDFM,7797931
AHMDUILJ,QRKRBYJL,3695951
AHMDUILJ,RAWUKQMJ,4319246
AHMDUILJ,SAHWCZNH,2472853
AHMDUILJ,UXSPKBJR,486624
AHMDUILJ,WPQXWHYO,10264141
AHMDUILJ,WQMVCOEM,139612
AHMDUILJ,XIIEJNEE,84327
AHMDUILJ,YSYHGLQK,12204
APQGTRMF,ATLDMDBO,36744922
APQGTRMF,AXULOHBQ,73643
APQGTRMF,BEZYMBBT,3654161
APQGTRMF,BSRMSVTC,216839
APQGTRMF,BTMOEMEP,19842750
APQGTRMF,DBWLZWNK,303010
APQGTRMF,DEWLVASR,379750
APQGTRMF,DJBLNPNC,9046
APQGTRMF,DNMPSKTB,4876398
APQGTRMF,DUCMGGNW,771073
APQGTRMF,FDXPMYGF,12509
APQGTRMF,FQCLOEXA,2110993
APQGTRMF,GYHKIVQT,28772627
APQGTRMF,HXYSSRXE,5321589
APQGTRMF,JPBRUTWP,5637877
APQGTRMF,KJNSOAHR,12441663
APQGTRMF,MBSBZBXA,4726287
APQGTRMF,OGAFEHLU,18584
APQGTRMF,OKMBFVKS,1846799
APQGTRMF,OXKURKXR,125184
APQGTRMF,QRKRBYJL,3723207
APQGTRMF,QVLMOEYE,1184410
APQGTRMF,RAWUKQMJ,4274872
APQGTRMF,RCBZUSIM,17115
APQGTRMF,ROACSLMG,2039648
APQGTRMF,SDWAYPIK,5358415
APQGTRMF,UIFPPCLR,99036
APQGTRMF,VMAQSTJE,39798
APQGTRMF,WBLJNPZQ,140808
