leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,93729
AANGBULD,BEZYMBBT,3570839
AANGBULD,DDEXPPXU,13856
AANGBULD,DEWLVASR,338418
AANGBULD,DNMPSKTB,4803954
AANGBULD,EVBVXETX,5325660
AANGBULD,FTSVTTSR,166357
AANGBULD,GKQIJYDH,6397990
AANGBULD,KJNSOAHR,12007279
AANGBULD,LLHREMKS,54970
AANGBULD,LSOIUSXD,168857
AANGBULD,LTOYKIML,495893
AANGBULD,NAQIHUKZ,15808
AANGBULD,NZKBIBNU,287261
AANGBULD,OKMBFVKS,1926131
AANGBULD,OXKURKXR,133859
AANGBULD,UIFPPCLR,114736
AANGBULD,UQYUIVVR,4502841
AANGBULD,VUAFAIYJ,618034
AANGBULD,ZCELVYQU,190459
AANGBULD,ZKENOUDA,364334
AHMDUILJ,APQGTRMF,106798
AHMDUILJ,ATLDMDBO,37139661
AHMDUILJ,BSRMSVTC,216739
AHMDUILJ,BUZIIBYG,17144778
AHMDUILJ,DUCMGGNW,813185
AHMDUILJ,HXYSSRXE,5161412
AHMDUILJ,JERHKLYW,10869
AHMDUILJ,KEUWZRKO,337913
AHMDUILJ,LRVGFDFM,8128581
AHMDUILJ,QRKRBYJL,3251595
AHMDUILJ,RAWUKQMJ,4045423
AHMDUILJ,SAHWCZNH,2406732
AHMDUILJ,UXSPKBJR,439116
AHMDUILJ,WPQXWHYO,10505736
AHMDUILJ,WQMVCOEM,102246
AHMDUILJ,XIIEJNEE,74016
AHMDUILJ,YSYHGLQK,9668
APQGTRMF,ATLDMDBO,37282209
APQGTRMF,AXULOHBQ,79265
APQGTRMF,BEZYMBBT,3594725
APQGTRMF,BSRMSVTC,211323
APQGTRMF,BTMOEMEP,19652820
APQGTRMF,DBWLZWNK,278937
APQGTRMF,DEWLVASR,383693
APQGTRMF,DJBLNPNC,12680
APQGTRMF,DNMPSKTB,4981395
APQGTRMF,DUCMGGNW,828274
APQGTRMF,FDXPMYGF,15392
APQGTRMF,FQCLOEXA,2143393
APQGTRMF,GYHKIVQT,23401671
APQGTRMF,HXYSSRXE,5250901
APQGTRMF,JPBRUTWP,5470590
APQGTRMF,KJNSOAHR,12287720
APQGTRMF,MBSBZBXA,4649131
APQGTRMF,OGAFEHLU,28402
APQGTRMF,OKMBFVKS,1836302
APQGTRMF,OXKURKXR,118620
APQGTRMF,QRKRBYJL,3444912
APQGTRMF,QVLMOEYE,1217480
APQGTRMF,RAWUKQMJ,4081933
APQGTRMF,RCBZUSIM,15722
APQGTRMF,ROACSLMG,2066507
APQGTRMF,SDWAYPIK,5457601
APQGTRMF,UIFPPCLR,105320
APQGTRMF,VMAQSTJE,41070
APQGTRMF,WBLJNPZQ,147446
APQGTRMF,WHPUAOID,68738
APQGTRMF,XUOIQPFL,2881233
APQGTRMF,YSYHGLQK,9320
APQGTRMF,ZGJXVMNI,2548667
ATLDMDBO,APQGTRMF,103917
ATLDMDBO,AXULOHBQ,78936
ATLDMDBO,BEZYMBBT,3514735
ATLDMDBO,BJALXPFS,151641
ATLDMDBO,BLANHGYY,24340
ATLDMDBO,BTMOEMEP,18553192
ATLDMDBO,DBWLZWNK,300503
ATLDMDBO,DEWLVASR,373201
ATLDMDBO,DJBLNPNC,8738
ATLDMDBO,DNMPSKTB,4912518
ATLDMDBO,EVBVXETX,5285575
ATLDMDBO,FDXPMYGF,10823
ATLDMDBO,FQCLOEXA,2165184
ATLDMDBO,GYHKIVQT,22307705
ATLDMDBO,HXYSSRXE,5276342
ATLDMDBO,IGDVVKUD,23741
ATLDMDBO,JERHKLYW,10479
ATLDMDBO,JPBRUTWP,5535646
ATLDMDBO,LPHPPJUG,1277592
ATLDMDBO,LRVGFDFM,7707215
ATLDMDBO,OGAFEHLU,20984
ATLDMDBO,OKMBFVKS,1876806
ATLDMDBO,OXKURKXR,114211
ATLDMDBO,QRKRBYJL,3047634
ATLDMDBO,QVLMOEYE,1181857
ATLDMDBO,RAWUKQMJ,4101084
ATLDMDBO,RCBZUSIM,13701
ATLDMDBO,SDWAYPIK,5540212
ATLDMDBO,UGEQLMXM,186985
ATLDMDBO,UIFPPCLR,117722
ATLDMDBO,UXSPKBJR,436641
ATLDMDBO,VBYCLTYZ,622250
ATLDMDBO,XIIEJNEE,71143
ATLDMDBO,XUOIQPFL,2858204
ATLDMDBO,ZGJXVMNI,2669791
ATLDMDBO,ZKENOUDA,380820
AXULOHBQ,BJALXPFS,145772
AXULOHBQ,BLANHGYY,24751
AXULOHBQ,BSRMSVTC,200890
AXULOHBQ,DNMPSKTB,4827581
AXULOHBQ,EVBVXETX,5223697
AXULOHBQ,FDXPMYGF,12956
AXULOHBQ,FQCLOEXA,2145058
AXULOHBQ,HCDTGMST,94574
AXULOHBQ,HXYSSRXE,5235051
AXULOHBQ,KEUWZRKO,351018
AXULOHBQ,LPHPPJUG,1296653
AXULOHBQ,LUENUFGA,3903681
AXULOHBQ,NZKBIBNU,311045
AXULOHBQ,OGAFEHLU,23335
AXULOHBQ,PYZMVUWD,8699
AXULOHBQ,RJGPVEXX,560131
AXULOHBQ,SAHWCZNH,1949041
AXULOHBQ,SUOYXCHP,19615
AXULOHBQ,UXSPKBJR,475585
AXULOHBQ,VMAQSTJE,41726
AXULOHBQ,WBLJNPZQ,143959
AXULOHBQ,WPQXWHYO,10477443
AXULOHBQ,WQMVCOEM,96585
AXULOHBQ,XIFHSOWQ,71052
AXULOHBQ,XUOIQPFL,2818140
AXULOHBQ,ZGJXVMNI,2509759
BEZYMBBT,AHMDUILJ,134554
BEZYMBBT,APQGTRMF,108698
BEZYMBBT,ATLDMDBO,37247696
BEZYMBBT,DBWLZWNK,297705
BEZYMBBT,ELQGMQWE,620237
BEZYMBBT,FITUEHWN,112754
BEZYMBBT,GYHKIVQT,22977324
BEZYMBBT,HXYSSRXE,5245409
BEZYMBBT,IGDVVKUD,27005
BEZYMBBT,JPBRUTWP,5434845
BEZYMBBT,KJNSOAHR,12099460
BEZYMBBT,OJIFIHMZ,1932453
BEZYMBBT,OKMBFVKS,1876201
BEZYMBBT,OXKURKXR,120895
BEZYMBBT,QRKRBYJL,3089923
BEZYMBBT,QVLMOEYE,1288179
BEZYMBBT,RAWUKQMJ,4073624
BEZYMBBT,RCBZUSIM,15434
BEZYMBBT,RJGPVEXX,566447
BEZYMBBT,SDWAYPIK,5429330
BEZYMBBT,STZDBITS,17448927
BEZYMBBT,UIFPPCLR,109051
BEZYMBBT,WBLJNPZQ,144889
BEZYMBBT,XMKRPGLB,758964
BEZYMBBT,YSYHGLQK,8937
BEZYMBBT,ZKENOUDA,383715
BJALXPFS,BSRMSVTC,208698
BJALXPFS,DNMPSKTB,4913130
BJALXPFS,GYHKIVQT,23404242
BJALXPFS,KEUWZRKO,334314
BJALXPFS,OGAFEHLU,21551
BJALXPFS,QRKRBYJL,3320457
BJALXPFS,QVLMOEYE,1291223
BJALXPFS,RCBZUSIM,16366
BJALXPFS,RJGPVEXX,558379
BJALXPFS,SDWAYPIK,5547640
BJALXPFS,SNHYOVBM,468308
BJALXPFS,UGEQLMXM,184577
BJALXPFS,VMAQSTJE,40230
BJALXPFS,WBLJNPZQ,143942
BLANHGYY,AXULOHBQ,76029
BLANHGYY,BJALXPFS,145631
BLANHGYY,BSRMSVTC,224063
BLANHGYY,CCLHWFWF,19662088
BLANHGYY,DNMPSKTB,4876517
BLANHGYY,EVBVXETX,5273395
BLANHGYY,FCYBOAXC,114102579
BLANHGYY,FDXPMYGF,11974
BLANHGYY,FITUEHWN,100952
BLANHGYY,FQCLOEXA,2196622
BLANHGYY,HCDTGMST,86109
BLANHGYY,HXYSSRXE,5318487
BLANHGYY,JBVHSUWY,391491
BLANHGYY,KEUWZRKO,359441
BLANHGYY,LPHPPJUG,1286890
BLANHGYY,LRVGFDFM,8080239
BLANHGYY,OGAFEHLU,33102
BLANHGYY,PYZMVUWD,9426
BLANHGYY,RAWUKQMJ,4048223
BLANHGYY,SAHWCZNH,2191549
BLANHGYY,SUOYXCHP,17395
BLANHGYY,TGOELCAG,230656
BLANHGYY,UQYUIVVR,4536651
BLANHGYY,VMAQSTJE,43710
BLANHGYY,WBLJNPZQ,147291
BLANHGYY,WPQXWHYO,10544798
BLANHGYY,WQMVCOEM,102189
BLANHGYY,XUOIQPFL,3014683
BSRMSVTC,BEZYMBBT,3618219
BSRMSVTC,BUZIIBYG,17316721
BSRMSVTC,EVBVXETX,5309163
BSRMSVTC,FCYBOAXC,114123483
BSRMSVTC,FITUEHWN,97851
BSRMSVTC,HCDTGMST,89472
BSRMSVTC,JBVHSUWY,387342
BSRMSVTC,JPBRUTWP,5460569
BSRMSVTC,KEUWZRKO,334575
BSRMSVTC,LSOIUSXD,165090
BSRMSVTC,LUENUFGA,3873349
BSRMSVTC,OGAFEHLU,23000
BSRMSVTC,OKMBFVKS,1867397
BSRMSVTC,PYZMVUWD,9405
BSRMSVTC,QJQJSWFU,132496
BSRMSVTC,RJGPVEXX,562179
BSRMSVTC,ROACSLMG,2090997
BSRMSVTC,STZDBITS,18185544
BSRMSVTC,TGOELCAG,219779
BSRMSVTC,UIFPPCLR,106490
BSRMSVTC,VMAQSTJE,44838
BSRMSVTC,WPQXWHYO,10265416
BSRMSVTC,XIFHSOWQ,76006
BSRMSVTC,XUOIQPFL,2814468
BTMOEMEP,APQGTRMF,107777
BTMOEMEP,ATLDMDBO,37750624
BTMOEMEP,AXULOHBQ,79259
BTMOEMEP,BLANHGYY,22244
BTMOEMEP,BSRMSVTC,198887
BTMOEMEP,DBWLZWNK,295863
BTMOEMEP,DNMPSKTB,4868126
BTMOEMEP,FDXPMYGF,10606
BTMOEMEP,FRHNWLNI,990145
BTMOEMEP,GYHKIVQT,22726305
BTMOEMEP,HXYSSRXE,5164713
BTMOEMEP,IGDVVKUD,22429
BTMOEMEP,JBVHSUWY,367707
BTMOEMEP,JERHKLYW,12424
BTMOEMEP,JPBRUTWP,5531187
BTMOEMEP,KJNSOAHR,12188599
BTMOEMEP,LPHPPJUG,1282974
BTMOEMEP,LRVGFDFM,7772005
BTMOEMEP,OGAFEHLU,23621
BTMOEMEP,OKMBFVKS,1852195
BTMOEMEP,OXKURKXR,117458
BTMOEMEP,QRKRBYJL,2911666
BTMOEMEP,QVLMOEYE,1202063
BTMOEMEP,RAWUKQMJ,4067916
BTMOEMEP,RCBZUSIM,18274
BTMOEMEP,RJGPVEXX,567674
BTMOEMEP,SDWAYPIK,5544582
BTMOEMEP,UGEQLMXM,184962
BTMOEMEP,UXSPKBJR,437460
BTMOEMEP,VBYCLTYZ,564810
BTMOEMEP,WBLJNPZQ,146970
BTMOEMEP,WQMVCOEM,104490
BTMOEMEP,XIIEJNEE,66034
BTMOEMEP,XUOIQPFL,2840214
BUZIIBYG,BJALXPFS,149096
BUZIIBYG,BTMOEMEP,19407487
BUZIIBYG,DJBLNPNC,8884
BUZIIBYG,FDXPMYGF,9360
BUZIIBYG,FRHNWLNI,1001160
BUZIIBYG,FWUCPMMW,13017
BUZIIBYG,KAGJCHMR,31614
BUZIIBYG,KEUWZRKO,341010
BUZIIBYG,RJGPVEXX,540976
BUZIIBYG,SAHWCZNH,2738941
BUZIIBYG,TGOELCAG,242815
BUZIIBYG,UXSPKBJR,437361
BUZIIBYG,WPQXWHYO,10535550
BUZIIBYG,XMKRPGLB,738947
CCLHWFWF,DBWLZWNK,296457
CCLHWFWF,DEWLVASR,367756
CCLHWFWF,DUCMGGNW,836977
