leading_item_id,following_item_id,value
AANGBULD,NAQIHUKZ,43132
AANGBULD,GKQIJYDH,11936305
AANGBULD,FTSVTTSR,191046
AANGBULD,ZKENOUDA,334817
AANGBULD,ZCELVYQU,197561
AANGBULD,LLHREMKS,59223
AANGBULD,XIIEJNEE,59154
AANGBULD,SAAYMURU,52665
AANGBULD,ZGJXVMNI,3056694
AANGBULD,DNMPSKTB,5062081
AANGBULD,DDEXPPXU,37986
AANGBULD,DEWLVASR,334063
AANGBULD,ZXERAXWP,53852
AANGBULD,VUAFAIYJ,702062
AANGBULD,SDWAYPIK,5208626
AANGBULD,KJNSOAHR,11869876
AANGBULD,FWUCPMMW,39226
AANGBULD,XIPPENFQ,112353
AANGBULD,FITUEHWN,82531
AANGBULD,ELQGMQWE,502799
AANGBULD,LTOYKIML,336527
AANGBULD,OXKURKXR,122616
AANGBULD,UQYUIVVR,3917640
AANGBULD,NZKBIBNU,260389
AANGBULD,EVBVXETX,5494760
AANGBULD,RJGPVEXX,467978
AANGBULD,APQGTRMF,50535
AANGBULD,LSOIUSXD,232238
AANGBULD,WPQXWHYO,10351346
AANGBULD,FQCLOEXA,1926746
AANGBULD,LUENUFGA,3464781
AANGBULD,MBSBZBXA,3528817
AANGBULD,DBWLZWNK,227697
AHMDUILJ,KAGJCHMR,39782
AHMDUILJ,UXSPKBJR,429654
AHMDUILJ,DUCMGGNW,1067871
AHMDUILJ,BUZIIBYG,17229655
AHMDUILJ,XIIEJNEE,59154
AHMDUILJ,ATLDMDBO,36346309
AHMDUILJ,RAWUKQMJ,4044359
AHMDUILJ,LRVGFDFM,14689301
AHMDUILJ,BSRMSVTC,265530
AHMDUILJ,JERHKLYW,37189
AHMDUILJ,WPQXWHYO,10351346
AHMDUILJ,QRKRBYJL,2309088
AHMDUILJ,FTSVTTSR,191046
AHMDUILJ,KEUWZRKO,325095
AHMDUILJ,SAAYMURU,52665
AHMDUILJ,QVLMOEYE,1175427
AHMDUILJ,TGOELCAG,256936
AHMDUILJ,CCLHWFWF,25549679
AHMDUILJ,BTMOEMEP,13507835
AHMDUILJ,BLANHGYY,51933
AHMDUILJ,VBYCLTYZ,345123
AHMDUILJ,XIFHSOWQ,70581
AHMDUILJ,WBLJNPZQ,166086
AHMDUILJ,HXYSSRXE,4977202
AHMDUILJ,APQGTRMF,50535
AHMDUILJ,WQMVCOEM,61485
AHMDUILJ,AXULOHBQ,78816
AHMDUILJ,IGDVVKUD,36976
AHMDUILJ,RCBZUSIM,40544
AHMDUILJ,JPBRUTWP,5165457
AHMDUILJ,RJGPVEXX,467978
AHMDUILJ,YSYHGLQK,36976
AHMDUILJ,ROACSLMG,2013933
AHMDUILJ,DBWLZWNK,227697
AHMDUILJ,XUOIQPFL,2820293
APQGTRMF,WHPUAOID,40887
APQGTRMF,RCBZUSIM,40544
APQGTRMF,UIFPPCLR,81167
APQGTRMF,OKMBFVKS,1655463
