leading_item_id,following_item_id,value
AANGBULD,ZCELVYQU,197309
AANGBULD,ZKENOUDA,333595
AANGBULD,DEWLVASR,342142
AANGBULD,NAQIHUKZ,40567
AANGBULD,GKQIJYDH,11547416
AANGBULD,FTSVTTSR,201040
AANGBULD,VUAFAIYJ,640038
AANGBULD,KJNSOAHR,11682723
AANGBULD,ZXERAXWP,68508
AANGBULD,XIIEJNEE,65698
AANGBULD,LLHREMKS,70866
AANGBULD,ELQGMQWE,515129
AANGBULD,OXKURKXR,124577
AANGBULD,EVBVXETX,5615542
AANGBULD,DNMPSKTB,5148736
AANGBULD,LTOYKIML,402063
AANGBULD,DDEXPPXU,40567
AANGBULD,UQYUIVVR,4514814
AANGBULD,APQGTRMF,60503
AANGBULD,ZGJXVMNI,2945183
AANGBULD,SDWAYPIK,4367448
AANGBULD,NZKBIBNU,252911
AANGBULD,RJGPVEXX,571862
AANGBULD,LSOIUSXD,220747
AANGBULD,SAAYMURU,67839
AANGBULD,FITUEHWN,86575
AANGBULD,WPQXWHYO,9633811
AANGBULD,FWUCPMMW,40471
AANGBULD,FQCLOEXA,1885340
AANGBULD,LUENUFGA,3453594
AANGBULD,XIPPENFQ,127745
AANGBULD,DBWLZWNK,199034
AANGBULD,MBSBZBXA,4322121
AHMDUILJ,UXSPKBJR,466853
AHMDUILJ,KAGJCHMR,41857
AHMDUILJ,ATLDMDBO,44474689
AHMDUILJ,DUCMGGNW,980090
AHMDUILJ,BUZIIBYG,16319975
AHMDUILJ,LRVGFDFM,8722766
AHMDUILJ,XIIEJNEE,65300
AHMDUILJ,RAWUKQMJ,4136721
AHMDUILJ,WPQXWHYO,9632155
AHMDUILJ,QRKRBYJL,2622789
AHMDUILJ,APQGTRMF,59885
AHMDUILJ,XUOIQPFL,2697676
AHMDUILJ,QVLMOEYE,1176523
AHMDUILJ,BSRMSVTC,284902
AHMDUILJ,JERHKLYW,41185
AHMDUILJ,YSYHGLQK,41185
AHMDUILJ,BTMOEMEP,17630368
AHMDUILJ,VBYCLTYZ,454121
AHMDUILJ,SAHWCZNH,2129806
AHMDUILJ,WBLJNPZQ,202033
AHMDUILJ,ROACSLMG,2028136
AHMDUILJ,KEUWZRKO,321573
AHMDUILJ,RCBZUSIM,40567
AHMDUILJ,HXYSSRXE,5139185
AHMDUILJ,JPBRUTWP,5361093
AHMDUILJ,WQMVCOEM,50525
AHMDUILJ,RJGPVEXX,572260
AHMDUILJ,IGDVVKUD,40567
AHMDUILJ,AXULOHBQ,74768
AHMDUILJ,XIFHSOWQ,70145
