leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,3295237
AANGBULD,DDEXPPXU,3409443
AANGBULD,DEWLVASR,2033523
AANGBULD,FTSVTTSR,4928923
AANGBULD,GKQIJYDH,6263105
AANGBULD,GYHKIVQT,7725851
AANGBULD,KJNSOAHR,3703345
AANGBULD,LLHREMKS,2916528
AANGBULD,LTOYKIML,3318516
AANGBULD,NAQIHUKZ,3588033
AANGBULD,OKMBFVKS,3406000
AANGBULD,OXKURKXR,2711218
AANGBULD,QVLMOEYE,3139045
AANGBULD,VUAFAIYJ,2969175
AANGBULD,XIIEJNEE,3664203
AANGBULD,ZCELVYQU,1710012
AANGBULD,ZKENOUDA,5058598
AANGBULD,ZXERAXWP,3147718
AHMDUILJ,APQGTRMF,2104699
AHMDUILJ,ATLDMDBO,27554959
AHMDUILJ,BSRMSVTC,2711218
AHMDUILJ,BUZIIBYG,4390362
AHMDUILJ,DUCMGGNW,4651589
AHMDUILJ,HXYSSRXE,2860665
AHMDUILJ,KAGJCHMR,3406000
AHMDUILJ,LRVGFDFM,3856637
AHMDUILJ,RAWUKQMJ,2990321
AHMDUILJ,SAHWCZNH,2925480
AHMDUILJ,UXSPKBJR,3912597
AHMDUILJ,WPQXWHYO,2778988
AHMDUILJ,XIIEJNEE,3993409
AHMDUILJ,YSYHGLQK,2826007
APQGTRMF,ATLDMDBO,28412444
APQGTRMF,BEZYMBBT,4172817
APQGTRMF,BSRMSVTC,2431466
APQGTRMF,BTMOEMEP,4040688
APQGTRMF,DEWLVASR,3016135
APQGTRMF,DJBLNPNC,3075946
APQGTRMF,DNMPSKTB,3549244
APQGTRMF,DUCMGGNW,2656656
APQGTRMF,FDXPMYGF,2441007
APQGTRMF,GYHKIVQT,10267063
APQGTRMF,HXYSSRXE,2147008
APQGTRMF,JPBRUTWP,3680620
APQGTRMF,OGAFEHLU,2535088
APQGTRMF,OKMBFVKS,3495348
APQGTRMF,OXKURKXR,3244587
APQGTRMF,QRKRBYJL,3696470
APQGTRMF,QVLMOEYE,4671155
APQGTRMF,RAWUKQMJ,3026294
APQGTRMF,RCBZUSIM,4059485
APQGTRMF,ROACSLMG,2962557
APQGTRMF,SDWAYPIK,2480201
APQGTRMF,UIFPPCLR,2927167
APQGTRMF,VMAQSTJE,3243886
APQGTRMF,WBLJNPZQ,2623107
APQGTRMF,WHPUAOID,3450577
APQGTRMF,XUOIQPFL,3599223
APQGTRMF,YSYHGLQK,3531906
APQGTRMF,ZGJXVMNI,3463059
ATLDMDBO,APQGTRMF,2439133
ATLDMDBO,AXULOHBQ,4313973
ATLDMDBO,BEZYMBBT,3396865
ATLDMDBO,BJALXPFS,2790426
ATLDMDBO,BLANHGYY,3333225
ATLDMDBO,BTMOEMEP,13057963
ATLDMDBO,DBWLZWNK,3384951
ATLDMDBO,DEWLVASR,3033947
ATLDMDBO,DNMPSKTB,6140681
ATLDMDBO,EVBVXETX,3558285
ATLDMDBO,FDXPMYGF,2129211
ATLDMDBO,FQCLOEXA,2660961
ATLDMDBO,GYHKIVQT,19061033
ATLDMDBO,HXYSSRXE,3445881
ATLDMDBO,IGDVVKUD,3804280
ATLDMDBO,JPBRUTWP,8252211
ATLDMDBO,LPHPPJUG,2741601
ATLDMDBO,LRVGFDFM,5426142
ATLDMDBO,OGAFEHLU,3031541
ATLDMDBO,OKMBFVKS,1511685
ATLDMDBO,OXKURKXR,5241679
ATLDMDBO,QRKRBYJL,4662763
ATLDMDBO,QVLMOEYE,5688670
ATLDMDBO,RAWUKQMJ,4214831
ATLDMDBO,RCBZUSIM,4059586
ATLDMDBO,SDWAYPIK,10543290
ATLDMDBO,UGEQLMXM,3165857
ATLDMDBO,UXSPKBJR,6257322
ATLDMDBO,VBYCLTYZ,5430867
ATLDMDBO,WBLJNPZQ,2293555
ATLDMDBO,WPQXWHYO,15055998
ATLDMDBO,XIIEJNEE,3665548
ATLDMDBO,XUOIQPFL,4744293
ATLDMDBO,ZGJXVMNI,3389832
ATLDMDBO,ZKENOUDA,2710945
AXULOHBQ,ATLDMDBO,19106156
AXULOHBQ,BJALXPFS,3724139
AXULOHBQ,BSRMSVTC,3657292
AXULOHBQ,DNMPSKTB,3152102
AXULOHBQ,EVBVXETX,3111427
AXULOHBQ,FDXPMYGF,3337590
AXULOHBQ,FQCLOEXA,4284995
AXULOHBQ,HXYSSRXE,4144084
AXULOHBQ,KEUWZRKO,1829504
AXULOHBQ,KJNSOAHR,3337359
AXULOHBQ,LPHPPJUG,2711218
AXULOHBQ,LUENUFGA,3327076
AXULOHBQ,NZKBIBNU,3168718
AXULOHBQ,OGAFEHLU,1956569
AXULOHBQ,PYZMVUWD,1744649
AXULOHBQ,RJGPVEXX,3960154
AXULOHBQ,SAHWCZNH,1809609
AXULOHBQ,SUOYXCHP,3162081
AXULOHBQ,UXSPKBJR,3585797
AXULOHBQ,VMAQSTJE,6396079
AXULOHBQ,VUAFAIYJ,3322981
AXULOHBQ,VWMBASNE,3193811
AXULOHBQ,WPQXWHYO,4486202
AXULOHBQ,XIFHSOWQ,2758724
AXULOHBQ,XUOIQPFL,3714494
AXULOHBQ,ZGJXVMNI,3794594
BEZYMBBT,DBWLZWNK,3915684
BEZYMBBT,ELQGMQWE,2272758
BEZYMBBT,FQCLOEXA,2734253
