leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,141487
AANGBULD,BEZYMBBT,3678286
AANGBULD,DDEXPPXU,8173
AANGBULD,DEWLVASR,309066
AANGBULD,DNMPSKTB,4066453
AANGBULD,EVBVXETX,5583659
AANGBULD,FTSVTTSR,152051
AANGBULD,GKQIJYDH,6076212
AANGBULD,KJNSOAHR,11395486
AANGBULD,LLHREMKS,46936
AANGBULD,LSOIUSXD,228109
AANGBULD,LTOYKIML,347336
AANGBULD,NAQIHUKZ,1004
AANGBULD,NZKBIBNU,326370
AANGBULD,OKMBFVKS,1664049
AANGBULD,OXKURKXR,98608
AANGBULD,UIFPPCLR,99460
AANGBULD,UQYUIVVR,4540399
AANGBULD,VUAFAIYJ,448701
AANGBULD,ZCELVYQU,241404
AANGBULD,ZKENOUDA,408295
AHMDUILJ,APQGTRMF,141165
AHMDUILJ,ATLDMDBO,36155031
AHMDUILJ,BSRMSVTC,269847
AHMDUILJ,BUZIIBYG,23604096
AHMDUILJ,DUCMGGNW,535438
AHMDUILJ,HXYSSRXE,5375971
AHMDUILJ,JERHKLYW,8097
AHMDUILJ,KEUWZRKO,288587
AHMDUILJ,LRVGFDFM,9411216
AHMDUILJ,QRKRBYJL,3205471
AHMDUILJ,RAWUKQMJ,4015303
AHMDUILJ,SAHWCZNH,501131
AHMDUILJ,UXSPKBJR,422427
AHMDUILJ,WPQXWHYO,10101038
AHMDUILJ,WQMVCOEM,147501
AHMDUILJ,XIIEJNEE,197173
AHMDUILJ,YSYHGLQK,8324
APQGTRMF,ATLDMDBO,36155031
APQGTRMF,AXULOHBQ,83517
APQGTRMF,BEZYMBBT,3678286
APQGTRMF,BSRMSVTC,269847
APQGTRMF,BTMOEMEP,22859640
APQGTRMF,DBWLZWNK,214666
APQGTRMF,DEWLVASR,309580
APQGTRMF,DJBLNPNC,2565
APQGTRMF,DNMPSKTB,4066453
APQGTRMF,DUCMGGNW,535438
APQGTRMF,FDXPMYGF,24292
APQGTRMF,FQCLOEXA,2138291
APQGTRMF,GYHKIVQT,24973115
APQGTRMF,HXYSSRXE,5375971
APQGTRMF,JPBRUTWP,5366407
APQGTRMF,KJNSOAHR,11395486
APQGTRMF,MBSBZBXA,3600758
APQGTRMF,OGAFEHLU,23452
APQGTRMF,OKMBFVKS,1664049
APQGTRMF,OXKURKXR,98608
APQGTRMF,QRKRBYJL,3206085
APQGTRMF,QVLMOEYE,1161458
APQGTRMF,RAWUKQMJ,4015303
APQGTRMF,RCBZUSIM,31434
APQGTRMF,ROACSLMG,1612650
APQGTRMF,SDWAYPIK,5561182
APQGTRMF,UIFPPCLR,99460
APQGTRMF,VMAQSTJE,37935
APQGTRMF,WBLJNPZQ,117428
APQGTRMF,WHPUAOID,86602
APQGTRMF,XUOIQPFL,2211848
APQGTRMF,YSYHGLQK,9191
APQGTRMF,ZGJXVMNI,2475008
ATLDMDBO,APQGTRMF,141165
ATLDMDBO,AXULOHBQ,83517
ATLDMDBO,BEZYMBBT,3678286
ATLDMDBO,BJALXPFS,139485
ATLDMDBO,BLANHGYY,15719
ATLDMDBO,BTMOEMEP,22865819
ATLDMDBO,DBWLZWNK,214666
ATLDMDBO,DEWLVASR,309580
ATLDMDBO,DJBLNPNC,2572
ATLDMDBO,DNMPSKTB,4066453
ATLDMDBO,EVBVXETX,5583659
ATLDMDBO,FDXPMYGF,24933
ATLDMDBO,FQCLOEXA,2138291
ATLDMDBO,GYHKIVQT,24958174
ATLDMDBO,HXYSSRXE,5375971
ATLDMDBO,IGDVVKUD,38383
ATLDMDBO,JERHKLYW,8251
ATLDMDBO,JPBRUTWP,5366407
ATLDMDBO,LPHPPJUG,1310666
ATLDMDBO,LRVGFDFM,9411216
ATLDMDBO,OGAFEHLU,23235
ATLDMDBO,OKMBFVKS,1664049
ATLDMDBO,OXKURKXR,98608
ATLDMDBO,QRKRBYJL,3206085
ATLDMDBO,QVLMOEYE,1161458
ATLDMDBO,RAWUKQMJ,4015303
ATLDMDBO,RCBZUSIM,31503
ATLDMDBO,SDWAYPIK,5561182
ATLDMDBO,UGEQLMXM,167164
ATLDMDBO,UIFPPCLR,99460
ATLDMDBO,UXSPKBJR,422427
ATLDMDBO,VBYCLTYZ,338094
ATLDMDBO,XIIEJNEE,197173
ATLDMDBO,XUOIQPFL,2211848
ATLDMDBO,ZGJXVMNI,2475008
ATLDMDBO,ZKENOUDA,408703
AXULOHBQ,BJALXPFS,139485
AXULOHBQ,BLANHGYY,15729
AXULOHBQ,BSRMSVTC,269847
AXULOHBQ,DNMPSKTB,4066453
AXULOHBQ,EVBVXETX,5583659
AXULOHBQ,FDXPMYGF,24909
AXULOHBQ,FQCLOEXA,2138291
AXULOHBQ,HCDTGMST,74316
AXULOHBQ,HXYSSRXE,5375971
AXULOHBQ,KEUWZRKO,288587
AXULOHBQ,LPHPPJUG,1310666
AXULOHBQ,LUENUFGA,4058702
AXULOHBQ,NZKBIBNU,326370
AXULOHBQ,OGAFEHLU,23452
AXULOHBQ,PYZMVUWD,8866
AXULOHBQ,RJGPVEXX,506559
AXULOHBQ,SAHWCZNH,501131
AXULOHBQ,SUOYXCHP,22677
AXULOHBQ,UXSPKBJR,419966
AXULOHBQ,VMAQSTJE,37935
AXULOHBQ,WBLJNPZQ,117428
AXULOHBQ,WPQXWHYO,10114572
AXULOHBQ,WQMVCOEM,147497
