leading_item_id,following_item_id,value
AANGBULD,ZCELVYQU,201159
AANGBULD,ZKENOUDA,325141
AANGBULD,DEWLVASR,348737
AANGBULD,NAQIHUKZ,49753
AANGBULD,GKQIJYDH,13152874
AANGBULD,FTSVTTSR,191086
AANGBULD,VUAFAIYJ,691193
AANGBULD,KJNSOAHR,11983998
AANGBULD,ZXERAXWP,71137
AANGBULD,XIIEJNEE,62917
AANGBULD,LLHREMKS,77407
AANGBULD,ELQGMQWE,568303
AANGBULD,OXKURKXR,120503
AANGBULD,EVBVXETX,5467876
AANGBULD,DNMPSKTB,5063299
AANGBULD,LTOYKIML,404001
AANGBULD,DDEXPPXU,41966
AANGBULD,UQYUIVVR,4691959
AANGBULD,APQGTRMF,54282
AANGBULD,ZGJXVMNI,2947038
AANGBULD,SDWAYPIK,5171847
AANGBULD,NZKBIBNU,256018
AANGBULD,RJGPVEXX,557651
AANGBULD,LSOIUSXD,203594
AANGBULD,SAAYMURU,59204
AANGBULD,FITUEHWN,86371
AANGBULD,WPQXWHYO,10062538
AANGBULD,FWUCPMMW,42494
AANGBULD,FQCLOEXA,1917749
AANGBULD,LUENUFGA,3479152
AANGBULD,XIPPENFQ,108654
AANGBULD,DBWLZWNK,211708
AANGBULD,MBSBZBXA,4148802
AHMDUILJ,UXSPKBJR,464329
AHMDUILJ,KAGJCHMR,41238
AHMDUILJ,ATLDMDBO,35144728
AHMDUILJ,DUCMGGNW,1005617
AHMDUILJ,BUZIIBYG,16202157
AHMDUILJ,LRVGFDFM,19193447
AHMDUILJ,XIIEJNEE,62917
AHMDUILJ,RAWUKQMJ,3965144
AHMDUILJ,WPQXWHYO,10062538
AHMDUILJ,QRKRBYJL,2276689
AHMDUILJ,APQGTRMF,54282
AHMDUILJ,XUOIQPFL,2645736
AHMDUILJ,QVLMOEYE,1149251
AHMDUILJ,BSRMSVTC,271590
AHMDUILJ,JERHKLYW,40516
AHMDUILJ,YSYHGLQK,37861
AHMDUILJ,BTMOEMEP,14203148
AHMDUILJ,VBYCLTYZ,469162
AHMDUILJ,SAHWCZNH,1795083
AHMDUILJ,WBLJNPZQ,232481
AHMDUILJ,ROACSLMG,1926656
AHMDUILJ,KEUWZRKO,323535
AHMDUILJ,RCBZUSIM,42688
AHMDUILJ,HXYSSRXE,5193680
AHMDUILJ,JPBRUTWP,5323186
AHMDUILJ,WQMVCOEM,58760
AHMDUILJ,RJGPVEXX,557651
AHMDUILJ,IGDVVKUD,40344
AHMDUILJ,AXULOHBQ,78625
AHMDUILJ,XIFHSOWQ,66682
AHMDUILJ,FTSVTTSR,191086
AHMDUILJ,SAAYMURU,59204
AHMDUILJ,TGOELCAG,249906
AHMDUILJ,CCLHWFWF,26182032
AHMDUILJ,DBWLZWNK,211708
AHMDUILJ,BLANHGYY,52120
AHMDUILJ,DEWLVASR,348737
APQGTRMF,OKMBFVKS,1705918
APQGTRMF,RCBZUSIM,42688
APQGTRMF,UIFPPCLR,73995
APQGTRMF,QRKRBYJL,2276689
APQGTRMF,QVLMOEYE,1149251
APQGTRMF,DNMPSKTB,5063299
APQGTRMF,ATLDMDBO,35144728
APQGTRMF,GYHKIVQT,20668077
APQGTRMF,WHPUAOID,43882
APQGTRMF,JPBRUTWP,5323186
APQGTRMF,VMAQSTJE,53871
APQGTRMF,BTMOEMEP,14203148
APQGTRMF,BEZYMBBT,3704424
APQGTRMF,RAWUKQMJ,3965144
APQGTRMF,DUCMGGNW,1005617
APQGTRMF,HXYSSRXE,5193680
APQGTRMF,YSYHGLQK,37861
APQGTRMF,OXKURKXR,120503
APQGTRMF,WBLJNPZQ,232481
APQGTRMF,DBWLZWNK,211708
APQGTRMF,XUOIQPFL,2645736
APQGTRMF,OGAFEHLU,52398
APQGTRMF,DJBLNPNC,41773
APQGTRMF,SAHWCZNH,1795083
APQGTRMF,SDWAYPIK,5171847
APQGTRMF,KEUWZRKO,323535
APQGTRMF,BSRMSVTC,271590
APQGTRMF,QKXNTIIB,2364308
APQGTRMF,FDXPMYGF,43882
APQGTRMF,AXULOHBQ,78625
APQGTRMF,LPHPPJUG,1289170
APQGTRMF,AANGBULD,346680
APQGTRMF,ZGJXVMNI,2947038
APQGTRMF,VBYCLTYZ,469162
APQGTRMF,DEWLVASR,348737
APQGTRMF,SNHYOVBM,421798
APQGTRMF,WQMVCOEM,58760
APQGTRMF,ELQGMQWE,568303
APQGTRMF,MBSBZBXA,4148802
APQGTRMF,FRHNWLNI,1141504
APQGTRMF,BJALXPFS,142758
APQGTRMF,FQCLOEXA,1917749
APQGTRMF,BLANHGYY,52120
APQGTRMF,TGOELCAG,249906
APQGTRMF,ZKENOUDA,325141
APQGTRMF,RJGPVEXX,557651
APQGTRMF,UGEQLMXM,211424
APQGTRMF,PYZMVUWD,40516
APQGTRMF,ROACSLMG,1926656
APQGTRMF,EVBVXETX,5479058
APQGTRMF,WPQXWHYO,10062538
APQGTRMF,STZDBITS,26516697
ATLDMDBO,QRKRBYJL,2276689
ATLDMDBO,DNMPSKTB,5063299
ATLDMDBO,QVLMOEYE,1149251
ATLDMDBO,GYHKIVQT,20419533
ATLDMDBO,VBYCLTYZ,469162
ATLDMDBO,BTMOEMEP,14212311
ATLDMDBO,AXULOHBQ,78625
ATLDMDBO,SDWAYPIK,5171847
ATLDMDBO,RAWUKQMJ,3965144
ATLDMDBO,JPBRUTWP,5323186
ATLDMDBO,OXKURKXR,120503
ATLDMDBO,LRVGFDFM,19193447
ATLDMDBO,XUOIQPFL,2645736
ATLDMDBO,RCBZUSIM,42688
ATLDMDBO,UGEQLMXM,211424
ATLDMDBO,HXYSSRXE,5193680
ATLDMDBO,DBWLZWNK,211708
ATLDMDBO,IGDVVKUD,40344
ATLDMDBO,APQGTRMF,54282
ATLDMDBO,UXSPKBJR,464329
ATLDMDBO,OGAFEHLU,52398
ATLDMDBO,OKMBFVKS,1705918
ATLDMDBO,WBLJNPZQ,232481
ATLDMDBO,VMAQSTJE,53871
ATLDMDBO,KEUWZRKO,323535
ATLDMDBO,BJALXPFS,142758
ATLDMDBO,UIFPPCLR,73995
ATLDMDBO,BEZYMBBT,3704424
ATLDMDBO,WPQXWHYO,10065262
ATLDMDBO,FDXPMYGF,43882
ATLDMDBO,XIIEJNEE,62917
ATLDMDBO,WQMVCOEM,58760
ATLDMDBO,BLANHGYY,52120
ATLDMDBO,LUENUFGA,3479152
ATLDMDBO,BSRMSVTC,271590
ATLDMDBO,SAHWCZNH,1795083
ATLDMDBO,XIPPENFQ,108654
ATLDMDBO,JBVHSUWY,318941
ATLDMDBO,FRHNWLNI,1141504
ATLDMDBO,VWMBASNE,188016
ATLDMDBO,NZKBIBNU,256018
ATLDMDBO,KJNSOAHR,11986722
ATLDMDBO,SUOYXCHP,43882
ATLDMDBO,RJGPVEXX,557651
ATLDMDBO,ZXERAXWP,71137
AXULOHBQ,XIFHSOWQ,66682
AXULOHBQ,LUENUFGA,3479152
AXULOHBQ,KEUWZRKO,323535
AXULOHBQ,SAHWCZNH,1795083
AXULOHBQ,BSRMSVTC,271590
AXULOHBQ,FDXPMYGF,43882
AXULOHBQ,PYZMVUWD,40516
AXULOHBQ,OGAFEHLU,52398
AXULOHBQ,RJGPVEXX,557651
AXULOHBQ,NZKBIBNU,256018
AXULOHBQ,VMAQSTJE,53871
AXULOHBQ,VWMBASNE,188016
AXULOHBQ,EVBVXETX,5467876
AXULOHBQ,WPQXWHYO,10062538
AXULOHBQ,BJALXPFS,142758
AXULOHBQ,FQCLOEXA,1917749
AXULOHBQ,ZGJXVMNI,2947038
AXULOHBQ,UXSPKBJR,464329
AXULOHBQ,HXYSSRXE,5193680
AXULOHBQ,DNMPSKTB,5063299
AXULOHBQ,XUOIQPFL,2645736
AXULOHBQ,LPHPPJUG,1289170
AXULOHBQ,ATLDMDBO,35144728
AXULOHBQ,VUAFAIYJ,691193
AXULOHBQ,QJQJSWFU,141807
AXULOHBQ,HCDTGMST,89091
AXULOHBQ,GYHKIVQT,20668077
AXULOHBQ,WBLJNPZQ,232481
AXULOHBQ,ZKENOUDA,325141
AXULOHBQ,SUOYXCHP,43882
AXULOHBQ,OKMBFVKS,1705918
AXULOHBQ,AANGBULD,346680
AXULOHBQ,RCBZUSIM,42688
AXULOHBQ,WQMVCOEM,58760
AXULOHBQ,SDWAYPIK,5171847
AXULOHBQ,KJNSOAHR,12010158
AXULOHBQ,STZDBITS,26516697
AXULOHBQ,WHPUAOID,43882
AXULOHBQ,RAWUKQMJ,3965144
AXULOHBQ,UGEQLMXM,211424
BEZYMBBT,HXYSSRXE,5193680
BEZYMBBT,ELQGMQWE,568303
BEZYMBBT,FQCLOEXA,1917749
BEZYMBBT,GYHKIVQT,20668077
BEZYMBBT,DBWLZWNK,211708
BEZYMBBT,RAWUKQMJ,3965144
BEZYMBBT,OKMBFVKS,1705918
BEZYMBBT,APQGTRMF,54282
BEZYMBBT,SDWAYPIK,5171847
BEZYMBBT,RJGPVEXX,557651
BEZYMBBT,QRKRBYJL,2276689
BEZYMBBT,XMKRPGLB,1133728
BEZYMBBT,WBLJNPZQ,232481
BEZYMBBT,RCBZUSIM,42688
BEZYMBBT,ATLDMDBO,35163748
BEZYMBBT,KEUWZRKO,323535
BEZYMBBT,LPHPPJUG,1289170
BEZYMBBT,JPBRUTWP,5323186
BEZYMBBT,OXKURKXR,120503
BEZYMBBT,YSYHGLQK,37861
BEZYMBBT,UIFPPCLR,73995
BEZYMBBT,KJNSOAHR,11983998
BEZYMBBT,STZDBITS,25763077
BEZYMBBT,BTMOEMEP,14209586
BEZYMBBT,QJQJSWFU,141807
BEZYMBBT,DEWLVASR,348737
BEZYMBBT,FTSVTTSR,191086
BEZYMBBT,DNMPSKTB,5063299
BEZYMBBT,FITUEHWN,86371
BEZYMBBT,XUOIQPFL,2645736
BEZYMBBT,QVLMOEYE,1149251
BEZYMBBT,ZGJXVMNI,2947038
BEZYMBBT,VBYCLTYZ,469162
BEZYMBBT,AXULOHBQ,78625
BEZYMBBT,WQMVCOEM,58760
BEZYMBBT,UXSPKBJR,464329
BEZYMBBT,WPQXWHYO,10062538
BEZYMBBT,WHPUAOID,43882
BEZYMBBT,ZXERAXWP,71137
BEZYMBBT,ZCELVYQU,201159
BEZYMBBT,VMAQSTJE,53871
BEZYMBBT,XIIEJNEE,62917
BEZYMBBT,KAGJCHMR,41238
BJALXPFS,DNMPSKTB,5063299
BJALXPFS,QRKRBYJL,2276689
BJALXPFS,SDWAYPIK,5171847
BJALXPFS,RJGPVEXX,557651
BJALXPFS,RCBZUSIM,42688
BJALXPFS,OGAFEHLU,52398
BJALXPFS,GYHKIVQT,20668077
BJALXPFS,VMAQSTJE,53871
BJALXPFS,UIFPPCLR,73995
BJALXPFS,UGEQLMXM,211424
BJALXPFS,KEUWZRKO,323535
BJALXPFS,SNHYOVBM,421798
BJALXPFS,VWMBASNE,188016
BJALXPFS,AXULOHBQ,78625
BJALXPFS,QVLMOEYE,1149251
BJALXPFS,WBLJNPZQ,232481
BJALXPFS,FITUEHWN,86371
BJALXPFS,QJQJSWFU,141807
BJALXPFS,XUOIQPFL,2645736
BJALXPFS,ATLDMDBO,35144728
BJALXPFS,LTOYKIML,404001
BJALXPFS,EVBVXETX,5467876
