leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,119001
AANGBULD,BEZYMBBT,3755813
AANGBULD,DDEXPPXU,83355
AANGBULD,DEWLVASR,364189
AANGBULD,DNMPSKTB,5358482
AANGBULD,EVBVXETX,5234235
AANGBULD,FTSVTTSR,226785
AANGBULD,GKQIJYDH,7767324
AANGBULD,KJNSOAHR,12657011
AANGBULD,LLHREMKS,121719
AANGBULD,LSOIUSXD,254852
AANGBULD,LTOYKIML,443151
AANGBULD,NAQIHUKZ,82700
AANGBULD,NZKBIBNU,331250
AANGBULD,OKMBFVKS,1736642
AANGBULD,OXKURKXR,160114
AANGBULD,UIFPPCLR,148329
AANGBULD,UQYUIVVR,6691223
AANGBULD,VUAFAIYJ,766864
AANGBULD,ZCELVYQU,172892
AANGBULD,ZKENOUDA,367337
AHMDUILJ,APQGTRMF,119001
AHMDUILJ,ATLDMDBO,34601696
AHMDUILJ,BSRMSVTC,297125
AHMDUILJ,BUZIIBYG,17690122
AHMDUILJ,DUCMGGNW,826649
AHMDUILJ,HXYSSRXE,5248158
AHMDUILJ,JERHKLYW,82907
AHMDUILJ,KEUWZRKO,349966
AHMDUILJ,LRVGFDFM,6768020
AHMDUILJ,QRKRBYJL,2012351
AHMDUILJ,RAWUKQMJ,3877689
AHMDUILJ,SAHWCZNH,1769284
AHMDUILJ,UXSPKBJR,489256
AHMDUILJ,WPQXWHYO,12265944
AHMDUILJ,WQMVCOEM,126207
AHMDUILJ,XIIEJNEE,116665
AHMDUILJ,YSYHGLQK,82907
APQGTRMF,ATLDMDBO,34601696
APQGTRMF,AXULOHBQ,124022
APQGTRMF,BEZYMBBT,3755813
APQGTRMF,BSRMSVTC,297125
APQGTRMF,BTMOEMEP,17194054
APQGTRMF,DBWLZWNK,243713
APQGTRMF,DEWLVASR,364189
APQGTRMF,DJBLNPNC,82700
APQGTRMF,DNMPSKTB,5354602
APQGTRMF,DUCMGGNW,826649
APQGTRMF,FDXPMYGF,82700
APQGTRMF,FQCLOEXA,2034682
APQGTRMF,GYHKIVQT,21396430
APQGTRMF,HXYSSRXE,5248158
APQGTRMF,JPBRUTWP,5437962
APQGTRMF,KJNSOAHR,12742535
APQGTRMF,MBSBZBXA,5320380
APQGTRMF,OGAFEHLU,83934
APQGTRMF,OKMBFVKS,1736642
APQGTRMF,OXKURKXR,160114
APQGTRMF,QRKRBYJL,2012351
APQGTRMF,QVLMOEYE,1295911
APQGTRMF,RAWUKQMJ,3877689
APQGTRMF,RCBZUSIM,82700
