leading_item_id,following_item_id,value
AANGBULD,APQGTRMF,94957
AANGBULD,BEZYMBBT,3366425
AANGBULD,DDEXPPXU,14810
AANGBULD,DEWLVASR,344480
AANGBULD,DNMPSKTB,4778967
AANGBULD,EVBVXETX,5415613
AANGBULD,FTSVTTSR,161763
AANGBULD,GKQIJYDH,6242323
AANGBULD,KJNSOAHR,11907305
AANGBULD,LLHREMKS,52393
AANGBULD,LSOIUSXD,159464
AANGBULD,LTOYKIML,507599
AANGBULD,NAQIHUKZ,12504
AANGBULD,NZKBIBNU,301022
AANGBULD,OKMBFVKS,1932320
AANGBULD,OXKURKXR,119646
AANGBULD,UIFPPCLR,113549
AANGBULD,UQYUIVVR,4659537
AANGBULD,VUAFAIYJ,622231
AANGBULD,ZCELVYQU,195322
AANGBULD,ZKENOUDA,357291
AHMDUILJ,APQGTRMF,110301
AHMDUILJ,ATLDMDBO,37210431
AHMDUILJ,BSRMSVTC,219681
AHMDUILJ,BUZIIBYG,16907180
AHMDUILJ,DUCMGGNW,843422
AHMDUILJ,HXYSSRXE,5428246
AHMDUILJ,JERHKLYW,10837
AHMDUILJ,KEUWZRKO,338218
AHMDUILJ,LRVGFDFM,7532662
AHMDUILJ,QRKRBYJL,3327992
AHMDUILJ,RAWUKQMJ,4049926
AHMDUILJ,SAHWCZNH,2626573
AHMDUILJ,UXSPKBJR,428245
AHMDUILJ,WPQXWHYO,10673870
AHMDUILJ,WQMVCOEM,100202
AHMDUILJ,XIIEJNEE,77810
AHMDUILJ,YSYHGLQK,9485
APQGTRMF,ATLDMDBO,36939563
APQGTRMF,AXULOHBQ,92860
APQGTRMF,BEZYMBBT,3489524
APQGTRMF,BSRMSVTC,210334
APQGTRMF,BTMOEMEP,19533551
APQGTRMF,DBWLZWNK,288871
APQGTRMF,DEWLVASR,379716
APQGTRMF,DJBLNPNC,14093
APQGTRMF,DNMPSKTB,5010769
APQGTRMF,DUCMGGNW,832112
APQGTRMF,FDXPMYGF,18368
APQGTRMF,FQCLOEXA,2203226
APQGTRMF,GYHKIVQT,23319968
APQGTRMF,HXYSSRXE,5491621
APQGTRMF,JPBRUTWP,5531224
APQGTRMF,KJNSOAHR,12543294
APQGTRMF,MBSBZBXA,4506670
APQGTRMF,OGAFEHLU,28920
APQGTRMF,OKMBFVKS,1864102
APQGTRMF,OXKURKXR,112507
APQGTRMF,QRKRBYJL,3282023
APQGTRMF,QVLMOEYE,1245185
APQGTRMF,RAWUKQMJ,4120169
APQGTRMF,RCBZUSIM,16246
APQGTRMF,ROACSLMG,2066712
APQGTRMF,SDWAYPIK,5455309
APQGTRMF,UIFPPCLR,103089
APQGTRMF,VMAQSTJE,41098
APQGTRMF,WBLJNPZQ,151110
APQGTRMF,WHPUAOID,72228
APQGTRMF,XUOIQPFL,2908218
APQGTRMF,YSYHGLQK,9850
APQGTRMF,ZGJXVMNI,2579134
ATLDMDBO,APQGTRMF,108017
ATLDMDBO,AXULOHBQ,80475
ATLDMDBO,BEZYMBBT,3482512
ATLDMDBO,BJALXPFS,147175
ATLDMDBO,BLANHGYY,26861
ATLDMDBO,BTMOEMEP,18816765
ATLDMDBO,DBWLZWNK,296851
ATLDMDBO,DEWLVASR,371596
ATLDMDBO,DJBLNPNC,8736
ATLDMDBO,DNMPSKTB,4919978
ATLDMDBO,EVBVXETX,5393707
ATLDMDBO,FDXPMYGF,12887
ATLDMDBO,FQCLOEXA,2204287
ATLDMDBO,GYHKIVQT,22348649
ATLDMDBO,HXYSSRXE,5501563
ATLDMDBO,IGDVVKUD,30781
ATLDMDBO,JERHKLYW,10933
ATLDMDBO,JPBRUTWP,5544824
ATLDMDBO,LPHPPJUG,1294670
ATLDMDBO,LRVGFDFM,7382314
ATLDMDBO,OGAFEHLU,21945
ATLDMDBO,OKMBFVKS,1891008
ATLDMDBO,OXKURKXR,114046
ATLDMDBO,QRKRBYJL,3062238
ATLDMDBO,QVLMOEYE,1223780
ATLDMDBO,RAWUKQMJ,4100436
ATLDMDBO,RCBZUSIM,15738
ATLDMDBO,SDWAYPIK,5486777
ATLDMDBO,UGEQLMXM,180432
ATLDMDBO,UIFPPCLR,114053
ATLDMDBO,UXSPKBJR,421569
ATLDMDBO,VBYCLTYZ,591929
ATLDMDBO,XIIEJNEE,73952
ATLDMDBO,XUOIQPFL,2867106
ATLDMDBO,ZGJXVMNI,2708766
ATLDMDBO,ZKENOUDA,379289
AXULOHBQ,BJALXPFS,142801
AXULOHBQ,BLANHGYY,20855
AXULOHBQ,BSRMSVTC,196045
AXULOHBQ,DNMPSKTB,4850294
AXULOHBQ,EVBVXETX,5299055
AXULOHBQ,FDXPMYGF,16567
AXULOHBQ,FQCLOEXA,2233576
AXULOHBQ,HCDTGMST,93833
AXULOHBQ,HXYSSRXE,5420814
AXULOHBQ,KEUWZRKO,340706
AXULOHBQ,LPHPPJUG,1295340
AXULOHBQ,LUENUFGA,3836859
AXULOHBQ,NZKBIBNU,325635
AXULOHBQ,OGAFEHLU,24843
AXULOHBQ,PYZMVUWD,9971
AXULOHBQ,RJGPVEXX,550985
AXULOHBQ,SAHWCZNH,2131119
AXULOHBQ,SUOYXCHP,21648
AXULOHBQ,UXSPKBJR,475050
AXULOHBQ,VMAQSTJE,40285
AXULOHBQ,WBLJNPZQ,141504
AXULOHBQ,WPQXWHYO,10562842
AXULOHBQ,WQMVCOEM,99195
AXULOHBQ,XIFHSOWQ,75948
AXULOHBQ,XUOIQPFL,2916458
AXULOHBQ,ZGJXVMNI,2598025
BEZYMBBT,AHMDUILJ,131135
BEZYMBBT,APQGTRMF,116194
BEZYMBBT,ATLDMDBO,37528175
BEZYMBBT,DBWLZWNK,299861
BEZYMBBT,ELQGMQWE,616670
BEZYMBBT,FITUEHWN,117325
BEZYMBBT,GYHKIVQT,23024834
BEZYMBBT,HXYSSRXE,5470240
BEZYMBBT,IGDVVKUD,35820
BEZYMBBT,JPBRUTWP,5428629
BEZYMBBT,KJNSOAHR,12000915
BEZYMBBT,OJIFIHMZ,1946833
BEZYMBBT,OKMBFVKS,1911385
BEZYMBBT,OXKURKXR,114493
BEZYMBBT,QRKRBYJL,3256597
BEZYMBBT,QVLMOEYE,1235993
BEZYMBBT,RAWUKQMJ,4034558
BEZYMBBT,RCBZUSIM,13838
BEZYMBBT,RJGPVEXX,557029
BEZYMBBT,SDWAYPIK,5421678
BEZYMBBT,STZDBITS,18113703
BEZYMBBT,UIFPPCLR,107260
BEZYMBBT,WBLJNPZQ,145427
BEZYMBBT,XMKRPGLB,723214
BEZYMBBT,YSYHGLQK,8371
BEZYMBBT,ZKENOUDA,380935
BJALXPFS,BSRMSVTC,201275
BJALXPFS,DNMPSKTB,4919201
BJALXPFS,GYHKIVQT,23727554
BJALXPFS,KEUWZRKO,329002
BJALXPFS,OGAFEHLU,23998
BJALXPFS,QRKRBYJL,3174129
BJALXPFS,QVLMOEYE,1251616
BJALXPFS,RCBZUSIM,16715
BJALXPFS,RJGPVEXX,546892
BJALXPFS,SDWAYPIK,5391604
BJALXPFS,SNHYOVBM,437460
BJALXPFS,UGEQLMXM,184017
BJALXPFS,VMAQSTJE,38659
BJALXPFS,WBLJNPZQ,142415
